symbol,side,entry_date,entry_price,sl_price,tp_price,dqs_score,regime,strategy,approved,reject_reason,promoted,exit_date,exit_price,exit_reason,hours_held,pnl_usd,pnl_pct,risk_usd,kelly_fraction,win,notes,intent,outcome,crowded,data_quality,sl_original,atr_at_entry,calibration_prob,calibration_level,rsi_entry,adx_entry,atr_pct_entry,volume_entry,turnover_entry,oi_entry,funding_rate_entry,buy_ratio_entry,sell_ratio_entry,bull_4h_entry,ctx_adx_entry,ctx_log_ret_4h_entry,session,efficiency_ratio_entry,atr_rank_entry,rsi_exit,adx_exit,atr_exit,atr_pct_exit,volume_exit,regime_exit,close_exit,mfe_price,mfe_atr,mfe_pct_of_tp,mae_price,mae_atr,mae_pct_of_sl,bars_to_mfe,bars_to_mae,time_in_profit_bars,time_in_loss_bars,tech_raw,struct_raw,ctx_raw,contra_penalty,direction,calibrated_prob_signal,equity_at_entry,open_trades_at_entry,open_risk_at_entry,margin_used_at_entry,risk_budget_used_pct,hmm_confidence,hmm_regime_raw,fees_usd,gross_pnl_usd,notional,qty,risk_tier,kelly_band,sl_dist_atr,tp_dist_atr,rr_ratio
ETHUSDT,LONG,2026-01-01 13:45:00,2981.57,2973.62,2997.47,59.46,MIXED,mean_reversion,False,RegimeGate: DQS 59 < 60 for MIXED,False,,0,REJECTED,0,0,0,106.60950000000366,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2973.62,3.9749999999999415,0.0,,40.93240286561786,45.32487044869571,0.13331902319918504,2312.43,6896168.3922,725456.72,0.0001,0.7623,0.2377,1,35.23671252299631,0.00019741652105802565,ny_open,0.056843267108164466,0.5178571428571429,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,50.75,35.0,62.5,0.0,LONG,0.473,0.0,0,0.0,0.0,0.0,0.9999620437084034,TRENDING,0.0,0.0,39982.8537,13.41,fair,0.8999999999999999,2.000000000000098,3.9999999999999676,2.0
ETHUSDT,LONG,2026-01-01 14:00:00,2981.22,2967.9,2999.6904,62.26,VOLATILE,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,178.6211999999961,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2967.9,4.439999999999925,0.3478,global_curve,39.90484935912548,43.362393923492,0.14893231630003573,10434.25,31089238.0479,727132.52,0.0001,0.7624,0.2376,1,35.23671252299631,0.00019741652105802565,ny_open,0.04764558372805733,0.631578947368421,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60.75,35.0,62.5,0.0,LONG,0.5,0.0,0,0.0,0.0,0.0,0.9999615484965441,TRENDING,0.0,0.0,39978.1602,13.41,fair,0.8999999999999999,2.9999999999999853,4.160000000000105,1.07
ETHUSDT,LONG,2026-01-01 14:15:00,2978.48,2964.575,2997.7616,68.06,VOLATILE,mean_reversion,False,CalibrationGate: prob 0.35 < 0.40 (global_curve),False,,0,REJECTED,0,0,0,186.6051000000027,2.0999999999999996,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,2964.575,4.634999999999926,0.3478,global_curve,32.52863581576311,40.688819158646716,0.1556162875023477,3541.75,10554937.1278,727132.52,0.0001,0.7624,0.2376,1,35.23671252299631,0.00019741652105802565,ny_open,0.15619967793880996,0.6551724137931034,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,70.75,35.0,62.5,5.0,LONG,0.5,0.0,0,0.0,0.0,0.0,0.9999614223071955,TRENDING,0.0,0.0,39971.2016,13.42,good,2.0999999999999996,3.000000000000091,4.160000000000023,1.07
XRPUSDT,LONG,2026-01-01 14:15:00,1.8524,1.8437,1.8663,67.38,MIXED,mean_reversion,True,Below min notional ($0.00),False,2026-01-01 14:30:00,0,EXPIRED,0,0,0,93.93216000000164,1.0499999999999998,False,treatment_b_phase2,TRADE,EXPIRED,False,0.0,0.0,0.0,0.0,,44.06548451094738,38.43513471201785,0.1874016719622428,1088160.0,2018250.96084,176106617.0,-3.864e-05,0.7889,0.2111,0,18.463535351462045,0.003928643752744059,ny_open,0.058823529411764705,0.41379310344827586,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48.5,35.0,87.5,0.0,LONG,0.5,0.0,0,0.0,0.0,0.0,0.9999309302063975,TRENDING,0.0,0.0,39999.98464,0.0,good,2.0999999999999996,2.506172839506206,4.004115226337439,1.6
BTCUSDT,LONG,2026-01-01 14:30:00,87852.0,87620.875,88221.8,50.38,MIXED,trend_following,False,RegimeGate: DQS 50 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.861375,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87620.875,92.44999999999916,0.0,,43.71288247411244,28.886452464022682,0.10523380230387375,213.109,18711997.8748,52763.311,8.507e-05,0.7309,0.2691,0,18.74087893071108,0.00013183870689872668,ny_open,0.024907438572874887,0.5423728813559322,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,23.5,35.0,87.5,5.0,LONG,0.5127,0.0,0,0.0,0.0,0.0,0.9999573055630495,TRENDING,0.0,0.0,22753.668,0.259,fair,0.3,2.5000000000000226,4.0000000000000675,1.6
BTCUSDT,LONG,2026-01-01 14:45:00,87915.4,87679.3286,88293.1143,50.38,MIXED,trend_following,False,RegimeGate: DQS 50 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.96213560000018,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87679.3286,94.4285714285704,0.0,,55.42669395264126,26.088560197852537,0.10740845338651749,235.311,20685763.7448,52763.311,8.507e-05,0.7309,0.2691,0,18.74087893071108,0.00013183870689872668,ny_open,0.14183736809433717,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,23.5,35.0,87.5,5.0,LONG,0.5127,0.0,0,0.0,0.0,0.0,0.9999526348996279,TRENDING,0.0,0.0,22330.511599999998,0.254,fair,0.3,2.499999697428174,4.000000151286048,1.6
XRPUSDT,LONG,2026-01-01 14:45:00,1.8552,1.8463,1.8695,55.18,MIXED,mean_reversion,False,RegimeGate: DQS 55 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.99982999999816,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8463,0.0035714285714285904,0.0,,53.03533097693948,31.16662240598769,0.19250908642888048,724798.6,1345978.35407,176106617.0,-3.864e-05,0.7889,0.2111,0,18.463535351462045,0.003928643752744059,ny_open,0.1059602649006548,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,87.5,5.0,LONG,0.6607,0.0,0,0.0,0.0,0.0,0.9999672215041636,TRENDING,0.0,0.0,37520.86344,20224.7,fair,0.8999999999999999,2.491999999999961,4.003999999999973,1.6
XRPUSDT,LONG,2026-01-01 15:15:00,1.8534,1.8442,1.8681,58.9,MIXED,mean_reversion,False,RegimeGate: DQS 59 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.99983999999756,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8442,0.0036714285714285794,0.0,,46.107930743544685,26.027630962648345,0.19809153833109852,771198.5,1428860.60198,175096491.0,-3.864e-05,0.7881,0.2119,0,18.463535351462045,0.003928643752744059,ny_open,0.009404388714732233,0.5645161290322581,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,41.5,35.0,87.5,0.0,LONG,0.5367,0.0,0,0.0,0.0,0.0,0.9999680073112401,TRENDING,0.0,0.0,36262.14168,19565.2,fair,0.8999999999999999,2.505836575875447,4.003891050583692,1.6
BTCUSDT,LONG,2026-01-01 19:00:00,88085.9,87737.9357,88809.66577,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.849859599998695,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87737.9357,139.18571428571366,0.0,,49.69159606220198,30.856841687621692,0.15801134379703638,142.65,12565888.0597,51752.191,9.47e-06,0.7245,0.2755,1,21.29099603427047,0.004130465802848713,ny_late,0.2269356785652611,0.948051948051948,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,85.0,5.0,LONG,0.6427,0.0,0,0.0,0.0,0.0,0.9999617673489576,TRENDING,0.0,0.0,15150.774800000001,0.17200000000000001,fair,0.3,2.5000001026377476,5.2000004002875,1.6
BTCUSDT,LONG,2026-01-01 19:15:00,88133.2,87796.8786,88832.74859,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.86520920000012,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87796.8786,134.528571428571,0.0,,54.47554273695032,32.53180779584742,0.15264233163957625,75.015,6609786.7636,51752.191,9.47e-06,0.7245,0.2755,1,21.29099603427047,0.004130465802848713,ny_late,0.23875021226013707,0.9102564102564102,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,85.0,5.0,LONG,0.6427,0.0,0,0.0,0.0,0.0,0.9999606953218215,TRENDING,0.0,0.0,15687.709599999998,0.178,fair,0.3,2.4999997876181506,5.20000013804827,1.6
BTCUSDT,LONG,2026-01-01 19:30:00,88291.4,87945.3464,89011.19141,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.86727279999988,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87945.3464,138.42142857142713,0.0,,66.69698764532457,35.27318908883604,0.1567779291883775,225.243,19875744.5136,51752.191,9.47e-06,0.7245,0.2755,1,21.29099603427047,0.004130465802848713,ny_late,0.29545811724028737,0.9367088607594937,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,85.0,5.0,LONG,0.6427,0.0,0,0.0,0.0,0.0,0.9999338800876576,TRENDING,0.0,0.0,15274.4122,0.17300000000000001,fair,0.3,2.50000020640902,5.199999865834243,1.6
BTCUSDT,LONG,2026-01-01 19:45:00,88356.3,88000.2286,89096.92859,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.81999520000012,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88000.2286,142.4285714285704,0.0,,70.45185134718358,38.26019691034724,0.16119798070830307,318.993,28182972.9222,51752.191,9.47e-06,0.7245,0.2755,1,21.29099603427047,0.004130465802848713,ny_late,0.3117371612804123,0.9625,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,85.0,5.0,LONG,0.6427,0.0,0,0.0,0.0,0.0,0.9999590414757185,TRENDING,0.0,0.0,14843.858400000001,0.168,fair,0.3,2.4999997993982177,5.200000130391162,1.6
SOLUSDT,LONG,2026-01-01 19:45:00,125.72,124.8968,127.43223,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.92895999999999,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.8968,0.32928571428571524,0.0,,78.84981379518693,33.0171033463565,0.2619199127312402,53516.6,6724869.37,6291768.0,0.0001,0.8127,0.1873,1,21.484682404817253,0.00646373395154901,ny_late,0.41984732824427645,0.575,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,85.0,5.0,LONG,0.6787,0.0,0,0.0,0.0,0.0,0.9999633366851405,TRENDING,0.0,0.0,9152.416,72.8,fair,0.3,2.4999566160520534,5.199830802603038,1.6
SOLUSDT,LONG,2026-01-01 20:00:00,125.68,124.83,127.448,55.72,MIXED,trend_following,False,RegimeGate: DQS 56 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.9250000000006,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.83,0.34000000000000036,0.0,,75.52879083525279,36.86796676864857,0.2705283259070658,67952.3,8543745.771,6267728.6,0.0001,0.8118,0.1882,1,24.0354189716899,0.009105728223140081,ny_late,0.336099585062246,0.654320987654321,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,36.5,35.0,85.0,5.0,LONG,0.6427,0.0,0,0.0,0.0,0.0,0.9999683626868072,TRENDING,0.0,0.0,8860.44,70.5,fair,0.3,2.5000000000000226,5.199999999999955,1.6
BTCUSDT,LONG,2026-01-01 20:15:00,88336.0,87869.0679,89083.09141,56.8,TRENDING,trend_following,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,59.7673088000007,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87869.0679,143.67142857142815,0.0,,66.11049998545465,45.24692678449979,0.16264199032266363,71.304,6296959.6171,51804.132,9.47e-06,0.7235,0.2765,1,22.264177196593888,0.005122878745133131,ny_late,0.2687776141384331,0.9512195121951219,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,38.75,35.0,85.0,5.0,LONG,0.6067,0.0,0,0.0,0.0,0.0,0.999963774769134,TRENDING,0.0,0.0,11307.008,0.128,fair,0.3,3.2499997017003555,5.199999870736771,1.23
BTCUSDT,LONG,2026-01-01 21:00:00,88351.1,87949.3768,88993.85718,56.8,TRENDING,trend_following,False,CorrelationGuard: BTCUSDT already has open position,False,,0,REJECTED,0,0,0,59.856756800001136,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,87949.3768,123.6071428571439,0.0,,63.50346918959679,40.825908930312075,0.13990447527777683,212.624,18775565.387,51813.283,9.47e-06,0.7231,0.2769,1,22.264177196593888,0.005122878745133131,ny_late,0.2944339876310767,0.7764705882352941,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,38.75,35.0,85.0,5.0,LONG,0.6067,0.0,0,0.0,0.0,0.0,0.9999487526691764,TRENDING,0.0,0.0,13164.313900000001,0.149,fair,0.3,3.249999884426501,5.200000300491148,1.23
BTCUSDT,LONG,2026-01-01 21:15:00,88346.2,88058.7179,88806.1714,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.796276799998715,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88058.7179,114.99285714285881,0.0,,62.86424987697594,36.93919925094483,0.13016163359924798,61.463,5429795.9931,51813.283,9.47e-06,0.7231,0.2769,1,22.264177196593888,0.005122878745133131,ny_late,0.3068204954190552,0.627906976744186,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,85.0,5.0,LONG,0.6427,0.0,0,0.0,0.0,0.0,0.9999644440750043,TRENDING,0.0,0.0,18376.0096,0.20800000000000002,fair,0.3,2.4999996273059537,3.999999751537387,1.6
SOLUSDT,LONG,2026-01-01 21:15:00,125.58,124.7095,126.6514,65.76,TRENDING,trend_following,False,CorrelationGuard: SOLUSDT already has open position,False,,0,REJECTED,0,0,0,209.96459999999826,0.7,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,124.7095,0.26785714285714285,0.0,,62.34697516428662,52.09040307961407,0.2132960207494369,14343.9,1801910.823,6248798.8,0.0001,0.8095,0.1905,1,24.0354189716899,0.009105728223140081,ny_late,0.4583333333333353,0.46511627906976744,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,47.0,35.0,85.0,0.0,LONG,0.4747,0.0,0,0.0,0.0,0.0,0.999966205523262,TRENDING,0.0,0.0,30289.896,241.20000000000002,good,0.7,3.2498666666666396,3.9998933333333224,1.23
XRPUSDT,LONG,2026-01-01 21:15:00,1.869,1.8601,1.8833,56.51,MIXED,mean_reversion,False,RegimeGate: DQS 57 < 60 for MIXED,False,,0,REJECTED,0,0,0,179.99982999999816,0.8999999999999999,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,1.8601,0.003564285714285718,0.0,,48.88444995227465,31.473645532737464,0.19070549568141884,557397.2,1042561.76525,173277669.5,1.074e-05,0.7803,0.2197,1,20.858337321416474,0.0030918517087514833,ny_late,0.23512747875353962,0.32558139534883723,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,48.5,35.0,85.0,0.0,LONG,0.6164,0.0,0,0.0,0.0,0.0,0.9999681116451398,TRENDING,0.0,0.0,37799.9643,20224.7,fair,0.8999999999999999,2.4969939879759235,4.012024048096182,1.6
BTCUSDT,LONG,2026-01-01 21:30:00,88290.5,88026.0357,88713.6429,54.28,MIXED,trend_following,False,RegimeGate: DQS 54 < 60 for MIXED,False,,0,REJECTED,0,0,0,59.76893180000157,0.3,False,treatment_b_phase2,REJECT,NOT_TRADED,False,100.0,88026.0357,105.78571428571637,0.0,,55.53251427238048,34.89666824482146,0.1198155116187091,136.281,12038538.2725,51813.283,9.47e-06,0.7231,0.2769,1,22.264177196593888,0.005122878745133131,ny_late,0.22659930361165082,0.4942528735632184,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,33.5,35.0,85.0,5.0,LONG,0.6427,0.0,0,0.0,0.0,0.0,0.9999629956008114,TRENDING,0.0,0.0,19953.653000000002,0.226,fair,0.3,2.5000001350439054,4.000000405131647,1.6
